,Unnamed: 0,precos,tamanhos,quartos,banheiros,vagas,bairros_preco_medio
0,0,250000.0,149.0,3.0,3.0,2.0,836100.0
1,1,924250.0,242.0,3.0,2.0,2.0,876138.1818181818
2,2,299690.0,181.0,2.0,2.0,2.0,471682.7272727273
3,3,449740.0,156.0,3.0,2.0,2.0,516538.19444444444
4,4,229140.0,112.0,2.0,2.0,5.0,252048.42105263157
5,5,1190000.0,335.0,3.0,3.0,4.0,872931.6666666666
7,7,599110.0,200.0,3.0,3.0,8.0,487326.27906976745
8,8,450000.0,70.0,3.0,1.0,2.0,448333.3333333333
9,9,250000.0,140.0,2.0,2.0,1.0,415415.11627906974
10,10,185000.0,80.0,2.0,1.0,2.0,265417.6923076923
11,11,275000.0,175.0,3.0,2.0,2.753846153846154,12340443.529411765
12,12,350000.0,284.0,4.0,1.0,4.0,12340443.529411765
13,13,220000.0,200.0,2.0,1.0,2.0,15386907.076124568
14,14,405000.0,274.0,7.0,2.0,2.0,12340443.529411765
15,15,300000.0,363.0,3.0,2.0,3.0,362008.5714285714
16,16,270000.0,200.0,3.0,3.0,2.0,265417.6923076923
17,17,2500000.0,432.0,2.0,5.0,2.0,1799145.8333333333
18,18,254000.0,284.0,3.0,3.0,2.0,415415.11627906974
19,19,350000.0,200.0,3.0,2.0,4.0,343874.5833333333
20,20,115438.0,214.0,2.3636363636363638,1.4545454545454546,2.35,236919.0
21,21,1300000.0,350.0,3.0,4.0,2.0,1789810.0
22,22,260000.0,100.0,2.0,1.0,2.0,359167.95
23,23,245000.0,224.0,3.0,2.0,2.0,543688.1818181818
24,24,315000.0,253.0,2.0,1.0,1.8888888888888888,267878.9
25,25,850000.0,250.0,3.0,1.0,2.0,2516347.5675675673
26,26,540000.0,1944.0,3.0,2.0,2.0,399700.0
27,27,920000.0,384.0,2.0,4.0,2.0,1127162.7272727273
28,28,2350000.0,363.0,4.0,6.0,4.0,1661060.0
29,29,395000.0,220.0,2.0,3.0,4.0,465320.0
30,30,250000.0,149.0,3.0,3.0,2.0,836100.0
31,31,924250.0,242.0,3.0,2.0,2.0,876138.1818181818
32,32,299690.0,181.0,2.0,2.0,2.0,471682.7272727273
33,33,449740.0,156.0,3.0,2.0,2.0,516538.19444444444
34,34,229140.0,112.0,2.0,2.0,5.0,252048.42105263157
35,35,1190000.0,335.0,3.0,3.0,4.0,872931.6666666666
37,37,599110.0,200.0,3.0,3.0,8.0,487326.27906976745
38,38,450000.0,70.0,3.0,1.0,2.0,448333.3333333333
39,39,250000.0,140.0,2.0,2.0,1.0,415415.11627906974
40,40,185000.0,80.0,2.0,1.0,2.0,265417.6923076923
41,41,275000.0,175.0,3.0,2.0,2.753846153846154,12340443.529411765
42,42,350000.0,284.0,4.0,1.0,4.0,12340443.529411765
43,43,220000.0,200.0,2.0,1.0,2.0,15386907.076124568
44,44,405000.0,274.0,7.0,2.0,2.0,12340443.529411765
45,45,300000.0,363.0,3.0,2.0,3.0,362008.5714285714
46,46,270000.0,200.0,3.0,3.0,2.0,265417.6923076923
47,47,2500000.0,432.0,2.0,5.0,2.0,1799145.8333333333
48,48,254000.0,284.0,3.0,3.0,2.0,415415.11627906974
49,49,350000.0,200.0,3.0,2.0,4.0,343874.5833333333
50,50,115438.0,214.0,2.3636363636363638,1.4545454545454546,2.35,236919.0
51,51,1300000.0,350.0,3.0,4.0,2.0,1789810.0
52,52,260000.0,100.0,2.0,1.0,2.0,359167.95
53,53,245000.0,224.0,3.0,2.0,2.0,543688.1818181818
54,54,315000.0,253.0,2.0,1.0,1.8888888888888888,267878.9
55,55,850000.0,250.0,3.0,1.0,2.0,2516347.5675675673
56,56,540000.0,1944.0,3.0,2.0,2.0,399700.0
57,57,920000.0,384.0,2.0,4.0,2.0,1127162.7272727273
58,58,2350000.0,363.0,4.0,6.0,4.0,1661060.0
59,59,395000.0,220.0,2.0,3.0,4.0,465320.0
60,60,185000.0,144.0,2.0,1.0,2.0,15386907.076124568
61,61,150000.0,150.0,2.0,1.0,2.0,181915.88
62,62,230000.0,138.0,1.0,2.0,2.0,320634.0
63,63,425000.0,180.0,3.0,2.0,4.0,506066.44444444444
64,64,1000000.0,525.0,4.0,4.0,2.0,1888303.3333333333
65,65,1250000.0,360.0,3.0,5.0,4.0,1127828.611111111
66,66,400000.0,180.0,3.0,2.522727272727273,2.0,506066.44444444444
67,67,650000.0,363.0,4.0,4.0,2.3846153846153846,725500.0
68,68,795000.0,190.0,3.0,3.0,2.0,872931.6666666666
69,69,445000.0,145.0,4.0,3.0,1.0,448333.3333333333
70,70,599000.0,184.0,3.0,2.0,2.0,872931.6666666666
71,71,529000.0,360.0,2.0,2.0,2.0,529000.0
72,72,860000.0,180.0,3.0,4.0,3.0,860000.0
73,73,740000.0,150.0,2.0,3.0,3.0,834500.0
74,74,430000.0,180.0,3.0,1.0,1.0,734285.7142857143
75,75,780000.0,390.0,3.0,3.0,3.0,487326.27906976745
76,76,526000.0,144.0,3.0,2.0,2.0,526000.0
78,78,400000.0,320.0,5.0,2.0,2.0,734285.7142857143
79,79,1700000.0,105.0,3.0,3.0,2.0,1700000.0
80,80,200000.0,200.0,3.0,1.0,3.0,330666.6666666667
81,81,450000.0,352.0,5.0,3.0,6.0,465320.0
82,82,380000.0,1040.0,2.0,2.1538461538461537,2.0,537031.1111111111
83,83,1300000.0,346.0,3.0,2.0,2.0,1165876.6147859923
84,84,332000.0,200.0,3.0,1.0,2.0,359570.0
85,85,379000.0,176.0,3.0,2.0,2.0,520996.43209876545
86,86,429900.0,173.0,3.0,2.0,3.0,836100.0
87,87,370000.0,127.0,3.0,3.0,1.0,487326.27906976745
88,88,580000.0,300.0,4.0,3.0,4.0,487326.27906976745
89,89,85000.0,115.0,2.0,1.0,2.0,181915.88
90,90,129948.0,50.0,2.0,1.6666666666666667,2.5,240259.5
91,91,58819.0,28.0,1.0,1.0,1.0,224029.3777777778
92,92,2599560.0,450.0,3.0,5.0,4.0,15386907.076124568
93,93,209710.0,47.0,2.0,1.0,2.0,15386907.076124568
94,94,311000.0,190.0,3.4578313253012047,2.0,2.0,12340443.529411765
95,95,349440.0,150.0,3.0,3.0,2.0,291122.85714285716
96,96,1599780.0,420.0,4.0,7.0,4.0,1554014.1666666667
97,97,264220.0,150.0,2.0,2.0,2.0,429783.1935483871
98,98,649040.0,250.0,3.0,2.0,2.0,699537.5
99,99,344420.0,126.0,2.0,2.0,2.0,257923.33333333334
100,100,219640.0,160.0,2.0,1.0,2.0,15386907.076124568
101,101,239650.0,148.0,2.0,1.0,2.0,15386907.076124568
102,102,349270.0,363.0,4.0,4.0,4.0,345491.8181818182
103,103,409130.0,484.0,3.0,2.0,2.0,350808.51851851854
104,104,1889220.0,360.0,4.0,5.0,2.0,986906.7307692308
105,105,494480.0,484.0,3.0,2.0,3.0,487087.1219512195
106,106,1799710.0,350.0,3.0,5.0,3.0,2285020.649350649
107,107,269600.0,200.0,3.0,2.0,2.0,272916.4285714286
108,108,419300.0,180.0,3.0,2.0,2.0,622106.0416666666
109,109,349010.0,200.0,3.0,2.0,2.0,396190.0
110,110,319500.0,200.0,3.0,2.0,3.0,272916.4285714286
111,111,329310.0,181.0,2.0,3.0,3.0,591760.4255319149
112,112,795000.0,189.0,3.0,1.0,3.0,872931.6666666666
113,113,74379.0,38.0,2.0,1.0,2.2857142857142856,209806.77777777778
114,114,77623.0,27.0,1.0,1.0,1.0,304053.6923076923
115,115,65922.0,25.0,1.0,1.0,1.0,243346.73333333334
116,116,129949.0,45.0,2.0,1.0,2.5,240259.5
117,117,136779.0,125.0,2.0,1.0,1.0,136778.4
118,118,550000.0,372.0,4.0,5.0,2.0,415415.11627906974
119,119,255000.0,176.0,3.0,2.0,2.0,236919.0
120,120,120000.0,135.0,2.0,2.0,2.0,284449.125
121,121,1400000.0,726.0,3.0,3.0,4.0,902439.8648648649
122,122,440000.0,120.0,2.0,2.0,2.0,369431.2
123,123,365000.0,180.0,3.0,3.0,2.0,376334.8387096774
124,124,480000.0,207.0,2.0,2.0,2.0,902439.8648648649
125,125,180000.0,100.0,2.0,1.0,2.0,304053.6923076923
126,126,230000.0,150.0,2.0,1.0,2.0,243346.73333333334
127,127,399000.0,250.0,3.0,3.0,2.0,452872.0
128,128,2700000.0,1000.0,2.8979591836734695,4.0,10.0,849839.4
129,129,254000.0,192.0,2.0,2.0,3.0,379475.3846153846
130,130,245000.0,252.0,3.0,4.0,1.0,379047.125
131,131,400000.0,190.0,3.0,3.0,2.0,849839.4
132,132,255000.0,125.0,2.0,1.0,2.0,224029.3777777778
133,133,320000.0,300.0,3.0,1.0,2.0,520996.43209876545
134,134,275000.0,200.0,2.0,1.0,3.0,272916.4285714286
135,135,390000.0,432.0,2.0,2.0,4.0,424763.9090909091
136,136,595000.0,200.0,3.0,3.0,2.0,464769.67647058825
137,137,190000.0,308.0,3.0,2.0,2.7083333333333335,425433.46153846156
138,138,520000.0,119.0,3.0,3.0,2.0,461814.44444444444
139,139,379090.0,288.6463414634146,1.0,1.0,1.0,12340443.529411765
140,140,270000.0,160.0,3.0,2.0,1.0,374015.45454545453
141,141,280000.0,300.0,2.0,2.0,2.0,336187.5
142,142,395000.0,200.0,4.0,3.0,5.0,302072.14285714284
143,143,160000.0,126.0,3.0,1.0,1.0,259549.0
144,144,690000.0,295.0,2.0,5.0,2.0,464769.67647058825
145,145,260000.0,195.0,2.0,2.0,4.0,379475.3846153846
146,146,379750.0,452.5416666666667,1.0,1.0,1.0,849839.4
147,147,240000.0,284.0,3.0,2.0,2.0,362008.5714285714
148,148,438460.0,484.0,4.0,3.0,1.0,488356.0
150,150,430000.0,4000.0,3.0,2.0,20.0,259549.0
151,151,330000.0,181.0,2.0,2.0,3.0,591760.4255319149
152,152,450000.0,380.0,3.0,4.0,4.0,520996.43209876545
153,153,470000.0,322.0,2.0,4.0,3.0,369087.77777777775
154,154,1900000.0,680.0,5.0,6.0,4.0,1085000.0
155,155,380000.0,230.0,3.0,2.0,2.0,464769.67647058825
156,156,890000.0,363.0,5.0,2.0,3.0,2285020.649350649
157,157,390000.0,181.0,3.0,2.0,4.0,441473.5294117647
158,158,2350000.0,6000.0,5.0,5.0,4.0,2516347.5675675673
159,159,800000.0,300.0,3.0,4.0,2.0,543688.1818181818
160,160,900000.0,198.0,3.0,3.0,2.0,834500.0
161,161,795000.0,230.0,3.0,3.0,2.0,872931.6666666666
162,162,250000.0,330.0,3.0,2.0,5.0,250000.0
163,163,290000.0,131.0,3.0,2.0,2.0,487326.27906976745
165,165,800000.0,125.0,3.0,2.0,2.0,800000.0
166,166,795000.0,190.0,3.0,3.0,2.0,872931.6666666666
167,167,1170000.0,225.0,3.0,5.0,5.0,834500.0
169,169,400000.0,242.0,2.0,2.0,2.0,393852.0
170,170,295000.0,125.0,2.0,2.0,1.0,315135.55555555556
171,171,1700000.0,2775.0,5.0,4.0,10.0,924436.5
172,172,380000.0,135.0,3.0,2.0,2.0,304053.6923076923
173,173,250000.0,184.0,3.0,2.0,1.0,243346.73333333334
174,174,265000.0,275000.0,3.0,2.0,3.0,262710.0
175,175,2500000.0,420.0,3.0,5.0,2.0,1165876.6147859923
176,176,1500000.0,360.0,3.0,5.0,4.0,1127828.611111111
177,177,589000.0,480.0,8.0,4.0,3.0,328831.45454545453
178,178,530000.0,118.0,2.0,2.0,2.0,516538.19444444444
179,179,370000.0,253.0,2.0,3.0,2.0,267878.9
180,180,350000.0,130.0,3.0,1.0,2.0,283525.65853658534
181,181,340000.0,200.0,3.0,2.0,3.0,329285.71428571426
182,182,430000.0,251.0,3.0,2.0,2.0,347615.3846153846
183,183,370000.0,253.0,2.0,2.0,5.0,267878.9
184,184,220000.0,126.0,2.0,1.0,2.0,267878.9
185,185,300000.0,132.0,2.0,2.0,2.0,415415.11627906974
186,186,470000.0,360.0,3.0,2.0,4.0,283525.65853658534
187,187,350000.0,143.0,3.0,1.0,2.0,350224.28571428574
188,188,1200000.0,576.0,3.0,4.0,4.0,622106.0416666666
189,189,430000.0,250.0,3.0,3.0,3.0,347615.3846153846
190,190,285000.0,150.0,3.0,2.0,2.0,487326.27906976745
191,191,530000.0,307.0,4.0,4.0,2.0,316690.78571428574
192,192,160000.0,47.0,3.0,1.0,2.0,217378.33333333334
193,193,200000.0,134.0,3.0,2.4285714285714284,1.0,487326.27906976745
194,194,190000.0,235.0,2.0,1.0,2.0,425433.46153846156
195,195,160000.0,50.0,2.0,1.0,2.0,288497.0
196,196,198842.0,50.0,2.0,3.699619771863118,2.0,15386907.076124568
197,197,61483.0,50.0,1.0,1.1538461538461537,1.0,170370.46666666667
198,198,385000.0,10.0,1.0,4.0,1.0,385000.0
200,200,600000.0,217.0,4.0,2.0,3.0,1165876.6147859923
201,201,270000.0,144.0,3.0,1.0,1.0,591760.4255319149
202,202,180000.0,209.0,3.0,2.0,3.0,217378.33333333334
203,203,299160.0,363.0,2.0,2.0,4.0,284449.125
204,204,549140.0,300.0,3.0,3.0,6.0,549220.0
205,205,249460.0,200.0,2.0,3.0,2.0,265417.6923076923
206,206,329540.0,150.0,2.0,1.0,2.0,284449.125
207,207,478870.0,300.0,3.0,5.0,6.0,478830.0
208,208,229500.0,135.0,2.0,1.0,1.0,358625.0
209,209,859600.0,180.0,3.0,3.0,2.0,872931.6666666666
210,210,859600.0,180.0,3.0,3.0,2.0,872931.6666666666
211,211,995500.0,890.0,3.0,3.0,5.0,995290.0
212,212,65349.0,24.0,1.0,1.0,1.0,224029.3777777778
213,213,168888.0,144.0,2.0,1.0,6.666666666666667,252777.33333333334
214,214,179550.0,250.0,3.0,2.0,4.0,249686.66666666666
215,215,379610.0,176.0,3.0,2.0,2.0,12340443.529411765
216,216,449230.0,135.0,3.0,3.0,2.0,12340443.529411765
217,217,249410.0,198.0,3.0,2.0,2.0,12340443.529411765
218,218,349610.0,150.0,3.0,2.0,1.0,12340443.529411765
219,219,449290.0,200.0,3.0,4.0,1.0,12340443.529411765
221,221,2219610.0,450.0,3.0,5.0,4.0,15386907.076124568
222,222,2989720.0,509.0,3.0,5.0,4.0,15386907.076124568
223,223,1749640.0,360.0,3.0,4.0,4.0,15386907.076124568
224,224,209320.0,137.0,1.0,1.0,2.0,379542.85714285716
225,225,409600.0,210.0,3.0,2.0,2.0,15386907.076124568
226,226,129450.0,150.0,2.0,2.0,3.0,15386907.076124568
227,227,582430.0,432.0,2.0,3.0,2.0,15386907.076124568
229,229,439140.0,88.0,6.0,5.0,2.753846153846154,12340443.529411765
230,230,488880.0,250.0,3.0,2.0,2.0,15386907.076124568
231,231,369690.0,252.0,2.0,1.0,3.0,15386907.076124568
232,232,269750.0,93.0,2.0,1.0,2.0,209806.77777777778
233,233,359560.0,386.0,3.0,2.0,2.0,379542.85714285716
234,234,569070.0,224.0,2.0,3.0,3.0,15386907.076124568
235,235,379450.0,148.0,3.0,2.0,1.0,15386907.076124568
236,236,319740.0,360.0,3.0,3.0,4.0,209806.77777777778
237,237,279140.0,120.0,2.0,2.0,2.0,209806.77777777778
238,238,379730.0,146.0,4.0,3.0,2.0,12340443.529411765
239,239,419300.0,216.0,2.0,2.0,4.0,15386907.076124568
240,240,799720.0,385.0,3.0,2.0,3.0,379542.85714285716
241,241,2297220.0,526.0,3.0,4.0,4.0,15386907.076124568
242,242,2299770.0,484.0,3.0,4.0,4.0,15386907.076124568
243,243,449290.0,200.0,3.0,4.0,1.0,12340443.529411765
244,244,379420.0,228.0,3.0,3.0,2.0,15386907.076124568
245,245,2499070.0,630.0,4.0,7.0,3.0,15386907.076124568
246,246,329740.0,145.0,4.0,3.0,2.0,15386907.076124568
247,247,270000.0,150.0,3.0,3.0,2.0,265417.6923076923
248,248,659420.0,235.0,3.0,3.0,2.0,640686.0
249,249,339650.0,202.0,3.0,2.0,2.0,386731.4285714286
250,250,616550.0,340.0,4.0,3.0,5.0,737482.5
251,251,423590.0,200.0,3.0,2.0,3.0,425433.46153846156
252,252,499050.0,180.0,3.0,2.0,3.0,516538.19444444444
253,253,649550.0,432.0,3.0,2.0,6.0,688650.3333333334
254,254,1479860.0,360.0,4.0,3.0,4.0,1127828.611111111
255,255,359440.0,129.0,3.0,1.0,2.0,333898.0
256,256,2499770.0,525.0,4.0,6.0,3.0,1286197.4576271186
257,257,549510.0,407.0,3.0,2.0,2.0,902439.8648648649
258,258,436870.0,308.0,3.0,4.0,4.0,369431.2
259,259,399850.0,242.0,3.0,2.0,4.0,393852.0
260,260,639410.0,200.0,3.0,1.0,2.0,537031.1111111111
261,261,289570.0,220.0,2.0,1.0,4.0,312653.75
262,262,349640.0,200.0,2.0,2.0,2.0,243346.73333333334
263,263,899830.0,400.0,2.0,3.0,3.0,986906.7307692308
264,264,448320.0,270.0,3.0,2.0,2.0,516538.19444444444
265,265,1449770.0,450.0,3.0,4.0,4.0,1321505.0
266,266,479110.0,256.0,3.0,2.0,2.0,429783.1935483871
267,267,1299850.0,440.0,3.0,4.0,2.0,1127828.611111111
268,268,1299040.0,450.0,3.0,3.0,2.0,1321505.0
269,269,449010.0,270.0,2.0,2.0,2.0,516538.19444444444
270,270,279550.0,119.0,2.0,1.0,2.0,379047.125
271,271,499340.0,185.0,2.0,3.0,4.0,1621261.4285714286
272,272,979450.0,300.0,3.0,4.0,4.0,698659.0476190476
273,273,276460.0,142.0,3.0,1.0,2.0,315135.55555555556
274,274,419590.0,175.0,2.0,3.0,2.0,379475.3846153846
275,275,439080.0,363.0,3.0,2.0,2.0,487087.1219512195
276,276,1189200.0,450.0,4.0,5.0,2.0,1321505.0
277,277,749070.0,242.0,3.0,3.0,2.0,701646.6666666666
278,278,579800.0,360.0,3.0,3.0,3.0,1127828.611111111
279,279,589010.0,250.0,3.0,4.0,2.0,464769.67647058825
280,280,339650.0,202.0,3.0,2.0,2.0,386731.4285714286
281,281,616550.0,340.0,4.0,3.0,5.0,737482.5
282,282,359440.0,129.0,3.0,1.0,2.0,333898.0
283,283,2499770.0,525.0,4.0,6.0,3.0,1286197.4576271186
284,284,549510.0,407.0,3.0,2.0,2.0,902439.8648648649
285,285,436870.0,308.0,3.0,4.0,4.0,369431.2
286,286,399850.0,242.0,3.0,2.0,4.0,393852.0
287,287,639410.0,200.0,3.0,1.0,2.0,537031.1111111111
288,288,289570.0,220.0,2.0,1.0,4.0,312653.75
289,289,899830.0,400.0,2.0,3.0,3.0,986906.7307692308
290,290,1449770.0,450.0,3.0,4.0,4.0,1321505.0
291,291,479110.0,256.0,3.0,2.0,2.0,429783.1935483871
292,292,449010.0,270.0,2.0,2.0,2.0,516538.19444444444
293,293,1099720.0,360.0,3.0,2.0,2.0,1127828.611111111
294,294,478980.0,363.0,3.0,1.0,4.0,487087.1219512195
295,295,1249790.0,630.0,3.0,5.0,4.0,902439.8648648649
296,296,599740.0,165.0,4.0,3.0,4.0,487087.1219512195
298,298,499460.0,250.0,3.0,3.0,2.0,452872.0
299,299,749690.0,484.0,3.0,3.0,3.0,513710.0
300,300,1149360.0,360.0,3.0,5.0,3.0,1127828.611111111
301,301,559690.0,255.0,3.0,2.0,2.0,849839.4
302,302,259600.0,260.0,3.0,3.0,3.0,316050.0
303,303,360160.0,205.0,3.0,2.0,2.0,701646.6666666666
304,304,281030.0,200.0,3.0,1.0,2.0,270515.0
305,305,589450.0,200.0,3.0,4.0,4.0,618234.7619047619
306,306,773420.0,440.0,3.0,5.0,5.0,849839.4
307,307,219880.0,125.0,2.0,1.0,2.0,224029.3777777778
308,308,274490.0,200.0,3.0,1.0,3.0,379047.125
309,309,339110.0,208.0,3.0,2.0,2.0,429783.1935483871
310,310,599710.0,224.0,4.0,2.0,3.0,1127828.611111111
312,312,379130.0,83.0,2.0,3.0,1.0,516538.19444444444
313,313,379710.0,230.0,3.0,4.0,2.0,488356.0
314,314,2499520.0,1000.0,3.0,5.0,15.0,849839.4
315,315,234730.0,172.0,3.0,2.0,2.0,379047.125
316,316,649060.0,308.0,4.0,4.0,4.0,635683.8
317,317,399780.0,220.0,2.0,2.0,2.0,224029.3777777778
318,318,599690.0,360.0,3.0,2.0,2.0,1127828.611111111
319,319,389660.0,241.0,3.0,4.0,3.0,429783.1935483871
320,320,588450.0,101.0,3.0,3.0,1.0,618234.7619047619
321,321,339590.0,300.0,3.0,2.0,2.0,369431.2
322,322,529310.0,250.0,3.0,4.0,5.0,498452.5
323,323,448250.0,252.0,3.0,4.0,2.0,487087.1219512195
324,324,749280.0,356.0,3.0,4.0,4.0,1286197.4576271186
325,325,229710.0,134.0,2.0,1.0,2.0,224029.3777777778
326,326,539640.0,70.0,3.0,2.0,2.0,516538.19444444444
327,327,578900.0,250.0,2.0,2.0,4.0,667044.0
328,328,349060.0,360.0,3.0,1.0,4.0,312653.75
329,329,749610.0,242.0,3.0,3.0,2.0,667044.0
330,330,191360.0,176.0,3.0,1.0,1.0,537031.1111111111
331,331,419540.0,220.0,4.0,3.0,3.0,333898.0
332,332,379730.0,180.0,2.0,3.0,2.0,376334.8387096774
333,333,311900.0,484.0,2.0,2.0,5.0,465320.0
334,334,949480.0,305.0,4.0,5.0,5.0,849839.4
335,335,778560.0,317.0,4.0,4.0,2.0,698659.0476190476
336,336,559690.0,255.0,3.0,2.0,2.0,849839.4
337,337,259600.0,260.0,3.0,3.0,3.0,316050.0
338,338,360160.0,205.0,3.0,2.0,2.0,701646.6666666666
339,339,281030.0,200.0,3.0,1.0,2.0,270515.0
340,340,589450.0,200.0,3.0,4.0,4.0,618234.7619047619
341,341,219880.0,125.0,2.0,1.0,2.0,224029.3777777778
342,342,339110.0,208.0,3.0,2.0,2.0,429783.1935483871
343,343,599710.0,224.0,4.0,2.0,3.0,1127828.611111111
345,345,379130.0,83.0,2.0,3.0,1.0,516538.19444444444
346,346,379710.0,230.0,3.0,4.0,2.0,488356.0
347,347,649060.0,308.0,4.0,4.0,4.0,635683.8
348,348,389660.0,241.0,3.0,4.0,3.0,429783.1935483871
349,349,588450.0,101.0,3.0,3.0,1.0,618234.7619047619
350,350,339590.0,300.0,3.0,2.0,2.0,369431.2
351,351,529310.0,250.0,3.0,4.0,5.0,498452.5
352,352,448250.0,252.0,3.0,4.0,2.0,487087.1219512195
353,353,749280.0,356.0,3.0,4.0,4.0,1286197.4576271186
354,354,578900.0,250.0,2.0,2.0,4.0,667044.0
355,355,349060.0,360.0,3.0,1.0,4.0,312653.75
356,356,749610.0,242.0,3.0,3.0,2.0,667044.0
357,357,324040.0,144.0,2.0,1.0,2.0,379047.125
358,358,344150.0,260.0,3.0,1.0,2.0,374716.6666666667
359,359,279270.0,125.0,2.0,1.0,2.0,429783.1935483871
360,360,479510.0,180.0,3.0,2.0,2.0,471682.7272727273
361,361,269180.0,126.0,2.0,1.0,1.0,516538.19444444444
362,362,359230.0,200.0,2.0,2.0,3.0,343599.23076923075
363,363,399080.0,180.0,2.0,2.0,2.0,362237.5
364,364,474310.0,200.0,2.0,2.0,2.0,328831.45454545453
365,365,349110.0,220.0,3.0,2.0,3.0,986906.7307692308
366,366,949850.0,198.0,5.0,1.0,5.0,986906.7307692308
367,367,979730.0,200.0,2.0,2.0,2.0,902439.8648648649
368,368,419270.0,400.0,4.0,3.0,1.641025641025641,224029.3777777778
369,369,349450.0,300.0,3.0,1.0,1.0,487890.0
370,370,449629.0,4110.0,3.0,2.0,2.0,429783.1935483871
371,371,419310.0,144.0,2.0,2.0,2.0,339481.6666666667
372,372,299820.0,187.0,2.0,1.0,3.3333333333333335,902439.8648648649
373,373,448410.0,300.0,4.0,3.0,4.0,379047.125
374,374,829580.0,210.0,4.0,5.0,3.0,829580.0
375,375,279300.0,200.0,2.0,1.0,2.0,243346.73333333334
376,376,349730.0,300.0,2.0,2.0,1.0,291122.85714285716
377,377,449820.0,162.0,3.0,2.0,2.0,464769.67647058825
378,378,848320.0,330.0,3.0,3.0,2.0,1286197.4576271186
379,379,219040.0,129.0,1.0,1.0,2.0,257923.33333333334
380,380,319870.0,137.0,3.0,2.0,2.0,339481.6666666667
381,381,538700.0,363.0,3.0,3.0,4.0,367175.0
382,382,294500.0,150.0,2.0,1.0,4.0,343599.23076923075
383,383,249860.0,180.0,2.0,2.0,4.0,281556.55555555556
384,384,579520.0,170.0,3.0,3.0,2.0,667044.0
385,385,1599460.0,670.0,3.0,5.0,4.0,1286197.4576271186
386,386,749170.0,173.0,3.0,4.0,2.0,733070.0
387,387,759190.0,200.0,3.0,4.0,2.0,1286197.4576271186
388,388,479870.0,125.0,3.0,3.0,2.0,376334.8387096774
389,389,889360.0,242.0,3.0,3.0,4.0,688650.3333333334
390,390,419120.0,144.0,2.0,2.0,2.0,339481.6666666667
391,391,697430.0,390.0,3.0,2.0,4.0,1286197.4576271186
392,392,249490.0,265.0,3.0,1.0,2.0,288497.0
393,393,230410.0,125.0,2.0,1.0,1.0,315135.55555555556
394,394,371460.0,126.0,2.0,2.0,1.0,376334.8387096774
395,395,339120.0,207.0,2.0,2.0,2.0,320168.0
396,396,579270.0,242.0,2.0,3.0,3.0,688650.3333333334
397,397,829670.0,363.0,3.0,3.0,4.0,604667.5
398,398,279190.0,160.0,4.0,2.0,2.0,288352.5
399,399,1699030.0,645.0,3.0,6.0,6.0,986906.7307692308
400,400,409720.0,200.0,4.0,2.0,2.0,902439.8648648649
401,401,329700.0,300.0,2.0,1.0,4.0,369431.2
402,402,319870.0,400.0,2.0,2.0,2.0,537031.1111111111
403,403,579780.0,255.0,3.0,1.0,2.0,537031.1111111111
404,404,379670.0,380.0,4.0,4.0,6.0,464769.67647058825
405,405,299790.0,220.0,3.0,2.0,2.0,420655.45454545453
406,406,397500.0,238.0,3.0,3.0,1.0,452872.0
407,407,279500.0,295.0,2.0,1.0,1.0,304053.6923076923
408,408,334740.0,130.0,3.0,2.0,2.0,288497.0
409,409,469220.0,264.0,3.0,3.0,4.0,436146.6666666667
410,410,649820.0,200.0,3.0,2.0,2.0,553346.25
411,411,649020.0,190.0,3.0,2.0,2.0,553346.25
412,412,369130.0,180.0,3.0,2.0,2.0,304053.6923076923
413,413,779880.0,400.0,3.0,2.0,1.0,849839.4
414,414,849340.0,280.0,4.0,3.0,5.0,902439.8648648649
415,415,689660.0,247.0,3.0,4.0,4.0,876138.1818181818
416,416,729450.0,570.0,4.0,4.0,6.0,465320.0
417,417,759030.0,360.0,4.0,4.0,3.0,1127828.611111111
418,418,249560.0,156.0,2.0,2.0,2.0,362008.5714285714
419,419,449010.0,232.0,3.0,3.0,3.0,369431.2
420,420,294500.0,150.0,2.0,1.0,4.0,343599.23076923075
421,421,249860.0,180.0,2.0,2.0,4.0,281556.55555555556
422,422,579520.0,170.0,3.0,3.0,2.0,667044.0
423,423,1599460.0,670.0,3.0,5.0,4.0,1286197.4576271186
424,424,749170.0,173.0,3.0,4.0,2.0,733070.0
425,425,889360.0,242.0,3.0,3.0,4.0,688650.3333333334
426,426,579790.0,210.0,3.0,5.0,3.0,516538.19444444444
427,427,230410.0,125.0,2.0,1.0,1.0,315135.55555555556
428,428,434040.0,153.0,3.0,2.0,2.0,379047.125
429,429,371460.0,126.0,2.0,2.0,1.0,376334.8387096774
430,430,339120.0,207.0,2.0,2.0,2.0,320168.0
431,431,829670.0,363.0,3.0,3.0,4.0,604667.5
432,432,279190.0,160.0,4.0,2.0,2.0,288352.5
433,433,329700.0,300.0,2.0,1.0,4.0,369431.2
434,434,319870.0,400.0,2.0,2.0,2.0,537031.1111111111
435,435,579780.0,255.0,3.0,1.0,2.0,537031.1111111111
436,436,349330.0,440.0,3.0,1.0,1.0,849839.4
437,437,299790.0,220.0,3.0,2.0,2.0,420655.45454545453
438,438,397500.0,238.0,3.0,3.0,1.0,452872.0
439,439,279500.0,295.0,2.0,1.0,1.0,304053.6923076923
440,440,334740.0,130.0,3.0,2.0,2.0,288497.0
