,Unnamed: 0,precos,tamanhos,quartos,banheiros,vagas,bairros_preco_medio
3370,3370,116047.0,126.0,1.0,1.0,1.9230769230769231,316690.78571428574
3371,3371,264000.0,250.0,3.0,2.0,2.0,487326.27906976745
3372,3372,210000.0,150.0,3.0,2.0,1.0,316690.78571428574
3373,3373,198842.0,350.0,2.0,1.0,2.0,276453.8461538461
3374,3374,198842.0,350.0,2.0,2.0,2.0,276453.8461538461
3375,3375,180000.0,90.0,2.0,1.0,2.0,224454.2857142857
3376,3376,200000.0,220.0,3.0,1.0,1.0,223979.8
3377,3377,480000.0,200.0,4.0,2.0,2.0,359167.95
3378,3378,439000.0,366.0,3.0,2.0,3.0,359167.95
3379,3379,250000.0,200.0,2.0,1.0,2.0,359167.95
3380,3380,350000.0,200.0,3.0,4.0,3.0,276453.8461538461
3381,3381,400000.0,200.0,2.0,2.0,1.0,276453.8461538461
3382,3382,220000.0,70.0,2.0,2.0,3.0,359167.95
3383,3383,280000.0,200.0,3.0,1.0,3.0,296666.6666666667
3384,3384,480000.0,252.0,2.0,2.0,3.0,487326.27906976745
3385,3385,350000.0,200.0,3.0,2.0,4.0,296666.6666666667
3386,3386,700000.0,309.0,2.0,2.0,3.0,500000.0
3387,3387,549000.0,180.0,3.0,3.0,3.0,487326.27906976745
3388,3388,280000.0,157.0,2.0,1.0,2.0,223979.8
3389,3389,350000.0,200.0,3.0,2.0,4.0,387596.36363636365
3390,3390,900000.0,440.0,5.0,5.0,4.0,487326.27906976745
3391,3391,280000.0,200.0,2.0,1.0,3.0,276453.8461538461
3392,3392,300000.0,328.0,4.0,2.0,4.0,487326.27906976745
3393,3393,270000.0,220.0,2.0,1.0,3.0,217378.33333333334
3394,3394,500000.0,180.0,3.0,2.0,2.0,441473.5294117647
3395,3395,490000.0,412.0,5.0,4.0,3.0,487326.27906976745
3396,3396,495000.0,400.0,4.0,3.0,3.0,487326.27906976745
3397,3397,200000.0,123.0,3.0,2.0,3.0,296666.6666666667
3398,3398,650000.0,258.0,4.0,4.0,3.0,441473.5294117647
3399,3399,430000.0,172.0,3.0,1.0,2.0,359167.95
3400,3400,380000.0,170.0,3.0,4.0,2.0,487326.27906976745
3401,3401,250000.0,150.0,2.0,1.0,2.0,487326.27906976745
3402,3402,390000.0,204.0,3.0,3.0,4.0,420000.0
3403,3403,600000.0,363.0,3.0,2.0,5.0,441473.5294117647
3404,3404,379000.0,200.0,3.0,2.0,2.0,359167.95
3405,3405,350000.0,216.0,2.0,2.0,2.0,316690.78571428574
3406,3406,198842.0,350.0,2.0,2.0,2.0,276453.8461538461
3407,3407,116047.0,126.0,2.0,1.0,1.0,316690.78571428574
3408,3408,390000.0,230.0,3.0,3.0,4.0,276453.8461538461
3409,3409,350000.0,200.0,3.0,3.0,3.0,296666.6666666667
3410,3410,320000.0,200.0,3.0,3.0,3.0,276453.8461538461
3411,3411,380000.0,160.0,3.0,2.0,2.0,487326.27906976745
3412,3412,250000.0,199.0,3.0,1.0,1.0,217378.33333333334
3413,3413,480000.0,200.0,3.0,3.0,2.0,359167.95
3414,3414,220000.0,259.0,3.0,1.0,2.0,284449.125
3415,3415,250000.0,46.0,2.0,1.0,1.0,284449.125
3416,3416,115000.0,132.0,1.0,1.0,2.25,284449.125
3417,3417,180000.0,211.66666666666666,2.0,1.0,2.0,291122.85714285716
3418,3418,545000.0,1417.0,3.0,2.0,13.0,358625.0
3419,3419,350000.0,132.0,2.0,2.0,2.0,284449.125
3420,3420,250000.0,200.0,2.0,1.0,2.0,284449.125
3421,3421,300000.0,268.0,2.0,2.0,2.0,350808.51851851854
3422,3422,390000.0,275.15909090909093,3.0,3.0,2.0,506066.44444444444
3424,3424,140000.0,172.0,3.0,2.0,2.0,12340443.529411765
3425,3425,220000.0,174.0,2.0,1.0,1.0,12340443.529411765
3426,3426,250000.0,236.0,2.0,1.0,1.0,12340443.529411765
3427,3427,450000.0,440.0,3.0,1.0,2.0,12340443.529411765
3428,3428,1999000.0,1041.0,4.0,5.0,20.0,12340443.529411765
3429,3429,450000.0,269.0,2.0,1.0,3.0,12340443.529411765
3430,3430,490000.0,404.0,4.0,2.0,2.0,12340443.529411765
3431,3431,350000.0,110.0,2.0,1.0,2.0,12340443.529411765
3432,3432,800000.0,216.0,4.0,3.0,2.0,986906.7307692308
3433,3433,250000.0,132.0,4.0,2.956692913385827,2.0,1165876.6147859923
3434,3434,300000.0,363.0,4.0,1.0,6.0,540000.0
3435,3435,200000.0,484.0,2.0,2.956692913385827,2.0,1165876.6147859923
3436,3436,300000.0,308.0,3.0,1.0,4.0,1165876.6147859923
3437,3437,440000.0,208.0,3.0,2.0,2.0,1165876.6147859923
3438,3438,750000.0,240.0,3.0,4.0,2.0,667044.0
3439,3439,228000.0,231.0,3.0,1.0,2.0,465320.0
3440,3440,180000.0,96.0,2.0,1.0,2.9642857142857144,1165876.6147859923
3441,3441,500000.0,330.0,3.0,1.0,2.0,464769.67647058825
3442,3442,220000.0,363.0,3.0,2.0,3.0,339115.0
3443,3443,330000.0,230.0,3.0,4.0,3.0,243346.73333333334
3444,3444,240000.0,263.0,2.0,1.0,2.0,986906.7307692308
3445,3445,200000.0,330.0,3.0,1.0,3.0,1165876.6147859923
3446,3446,300000.0,200.0,2.0,1.0,4.0,1165876.6147859923
3447,3447,195000.0,126.0,1.0,1.0,2.0,170370.46666666667
3448,3448,950000.0,270.0,3.0,3.0,2.0,1554014.1666666667
3449,3449,500000.0,180.0,3.0,4.0,2.0,635683.8
3450,3450,1800000.0,402.0,3.0,1.0,2.0,1165876.6147859923
3451,3451,199000.0,135.0,2.0,1.0,1.0,281556.55555555556
3452,3452,380000.0,194.0,2.0,1.0,4.0,369431.2
3453,3453,380000.0,440.0,3.0,4.0,5.0,312653.75
3454,3454,120000.0,50.0,2.0,1.0,2.0,379047.125
3455,3455,250000.0,300.0,2.0,2.0,2.0,379047.125
3456,3456,800000.0,163.0,3.0,2.0,3.0,1286197.4576271186
3457,3457,320000.0,253.0,3.0,1.0,2.0,420655.45454545453
3458,3458,385000.0,288.0,2.0,2.0,1.0,521000.0
3459,3459,280000.0,65.0,3.0,1.0,2.2962962962962963,376334.8387096774
3460,3460,150000.0,180.0,3.0,2.0,2.0,453333.3333333333
3461,3461,479980.0,220.0,3.0,1.0,3.0,465320.0
3462,3462,380000.0,150.0,2.0,3.0,3.0,1165876.6147859923
3463,3463,490000.0,120.0,2.0,1.0,2.0,986906.7307692308
3464,3464,490000.0,400.0,4.0,2.0,2.0,420655.45454545453
3465,3465,315000.0,400.0,2.0,1.0,1.0,537031.1111111111
3466,3466,210000.0,220.0,3.0,1.9333333333333333,1.0,333898.0
3467,3467,360000.0,300.0,4.0,2.0,3.0,376334.8387096774
3468,3468,320000.0,448.0,3.0,1.0,1.0,509714.28571428574
3469,3469,649000.0,494.0,3.0,2.0,4.0,521000.0
3470,3470,250000.0,198.0,2.0,1.0,2.5238095238095237,420655.45454545453
3471,3471,180000.0,125.0,3.0,1.0,1.0,224029.3777777778
3472,3472,300000.0,360.0,2.0,1.0,2.0,379047.125
3473,3473,215000.0,324.0,2.0,1.0,3.0,339115.0
3474,3474,376000.0,190.0,3.0,1.0,2.0,1165876.6147859923
3475,3475,550000.0,624.0,3.0,1.0,6.0,1165876.6147859923
3476,3476,320000.0,145.0,3.0,1.0,3.0,1165876.6147859923
3477,3477,200000.0,363.0,3.3333333333333335,1.6666666666666667,4.666666666666667,540000.0
3478,3478,200000.0,252.0,2.0,1.0,2.0,622106.0416666666
3479,3479,280000.0,158.0,3.0,1.0,4.0,506066.44444444444
3480,3480,370000.0,160.0,5.0,2.0,2.0,400110.1818181818
3481,3481,190000.0,135.0,1.0,1.0,2.0,520996.43209876545
3482,3482,385000.0,1450.0,4.0,4.0,2.0,575909.0909090909
3483,3483,250000.0,269.0,2.0,1.0,2.5,343682.5
3484,3484,450000.0,297.0,3.0,2.0,1.0,366273.25
3485,3485,230000.0,200.0,2.0,1.0,1.0,272916.4285714286
3486,3486,350000.0,242.0,3.0,2.0,2.0,331074.0
3487,3487,800000.0,184.0,3.0,2.0,3.0,622106.0416666666
3488,3488,600000.0,200.0,3.0,2.0,3.0,396190.0
3489,3489,380000.0,407.0,4.0,1.0,5.0,563572.6315789474
3490,3490,280000.0,295.0,3.0,1.0,3.0,347615.3846153846
3491,3491,280000.0,250.0,2.0,1.0,2.0,347615.3846153846
3492,3492,340000.0,250.0,4.0,1.0,2.0,400110.1818181818
3493,3493,250000.0,384.0,1.0,1.0,2.7333333333333334,520996.43209876545
3494,3494,280000.0,250.0,3.0,2.0,3.0,347615.3846153846
3495,3495,2200000.0,450.0,4.0,3.0,4.0,3575376.61971831
3496,3496,449000.0,396.0,4.0,2.0,4.0,461814.44444444444
3497,3497,400000.0,377.0,4.0,1.0,1.0,520996.43209876545
3498,3498,1000000.0,852.0,3.0,3.0,2.0,622106.0416666666
3499,3499,305000.0,265.0,2.0,1.0,2.0,400110.1818181818
3500,3500,1500000.0,1822.0,3.0,1.0,4.0,556961.25
3501,3501,430000.0,250.0,3.0,1.0,4.0,622106.0416666666
3502,3502,350000.0,300.0,3.0,2.0,2.0,343874.5833333333
3503,3503,290000.0,152.0,2.0,1.0,2.0,347615.3846153846
3504,3504,400000.0,363.0,3.0,1.0,1.0,521428.5714285714
3505,3505,270000.0,280.0,3.0,2.0,6.0,351483.3333333333
3506,3506,400000.0,400.0,3.0,2.0,1.0,520996.43209876545
3507,3507,380000.0,363.0,3.0,1.0,4.0,345491.8181818182
3508,3508,1050000.0,1068.0,5.0,3.0,12.0,591760.4255319149
3509,3509,350000.0,484.0,3.0,3.0,6.0,396190.0
3510,3510,400000.0,202.0,2.0,1.0,1.0,550146.1224489796
3511,3511,330000.0,181.0,2.0,1.0,3.0,591760.4255319149
3512,3512,190000.0,200.0,2.0,1.0,1.0,302072.14285714284
3513,3513,320000.0,252.0,3.0,2.0,4.0,622106.0416666666
3514,3514,250000.0,250.0,2.0,1.0,3.0,347615.3846153846
3515,3515,160000.0,165.0,2.0,1.0,2.0,350808.51851851854
3516,3516,1350000.0,450.0,3.0,2.0,2.0,1337142.857142857
3517,3517,450000.0,141.0,3.0,2.0,1.0,336187.5
3518,3518,180000.0,160.0,2.0,1.0,1.0,181915.88
3519,3519,2000000.0,525.0,3.0,1.0,4.0,2032942.75
3520,3520,250000.0,236.0,3.0,1.0,3.0,1165876.6147859923
3521,3521,280000.0,200.0,3.0,2.0,4.0,272916.4285714286
3522,3522,1000000.0,202.0,8.0,8.0,2.753846153846154,12340443.529411765
3523,3523,250000.0,484.0,2.0,1.0,4.0,487326.27906976745
3524,3524,175000.0,92.0,3.0,1.0,2.0,224454.2857142857
3525,3525,200000.0,100.0,2.0,1.0,3.0,217378.33333333334
3526,3526,180000.0,125.0,1.0,1.0,1.0,441473.5294117647
3527,3527,430000.0,484.0,5.0,2.0,3.0,441473.5294117647
3528,3528,240000.0,200.0,3.0,1.0,1.0,276453.8461538461
3529,3529,380000.0,180.0,3.0,2.0,2.0,487326.27906976745
3530,3530,95000.0,100.0,1.0,1.0,1.0,181915.88
3531,3531,420000.0,357.04651162790697,3.0232558139534884,2.8372093023255816,4.146341463414634,591760.4255319149
3532,3532,420000.0,357.04651162790697,3.0232558139534884,2.8372093023255816,4.146341463414634,591760.4255319149
3533,3533,320000.0,609.5,3.5,4.5,5.0,1323333.3333333333
3534,3534,450000.0,357.04651162790697,3.0232558139534884,2.8372093023255816,4.146341463414634,591760.4255319149
3535,3535,450000.0,357.04651162790697,3.0232558139534884,2.8372093023255816,4.146341463414634,591760.4255319149
3536,3536,385000.0,200.0,1.0,4.0,1.0,385000.0
3537,3537,780000.0,334.0,5.0,3.699619771863118,2.9384615384615387,15386907.076124568
3538,3538,343475.0,95.0,3.0,3.699619771863118,2.9384615384615387,15386907.076124568
3540,3540,480000.0,125.0,2.0,3.0,2.0,550146.1224489796
3541,3541,240000.0,205.0,3.0,2.0,2.0,387596.36363636365
3542,3542,50416.0,50.0,1.0,1.475,1.0,224029.3777777778
3543,3543,157232.0,50.0,1.0,1.475,1.641025641025641,224029.3777777778
3544,3544,100741.0,50.0,2.0,1.0,1.0,124703.83333333333
3545,3545,420000.0,245.0,3.0,2.0,1.0,420000.0
3546,3546,2400000.0,390.0,4.0,5.0,5.0,3936636.3636363638
3547,3547,249000.0,135.0,2.0,1.0,2.0,284449.125
3548,3548,385000.0,200.0,1.0,4.0,1.0,385000.0
3549,3549,136778.0,125.0,2.0,1.0,1.0,136778.4
3550,3550,1050000.0,400.0,2.72972972972973,2.588235294117647,2.5945945945945947,834500.0
3558,3558,180000.0,128.0,2.0,1.0,2.0,209806.77777777778
3559,3559,350000.0,261.0,2.0,1.0,2.753846153846154,12340443.529411765
3560,3560,320000.0,174.0,2.0,1.0,4.0,209806.77777777778
3561,3561,350000.0,150.0,4.0,2.0,1.0,12340443.529411765
3562,3562,350000.0,242.0,3.0,2.0,3.0,12340443.529411765
3563,3563,180000.0,142.0,3.0,3.0,2.753846153846154,12340443.529411765
3564,3564,399000.0,385.0,3.0,2.0,3.0,379542.85714285716
3565,3565,300000.0,275.0,2.0,2.0,2.9384615384615387,15386907.076124568
3567,3567,2550000.0,420.0,4.0,6.0,3.0,15386907.076124568
3568,3568,430000.0,260.0,3.0,3.0,3.0,12340443.529411765
3569,3569,350000.0,125.0,2.0,1.0,2.0,328831.45454545453
3570,3570,235000.0,200.0,2.0,2.0,2.0,343599.23076923075
3571,3571,220000.0,176.0,2.0,2.0,3.0,465320.0
3572,3572,289000.0,180.0,3.0,2.0,3.0,312653.75
3573,3573,320000.0,253.0,3.0,1.0,3.0,986906.7307692308
3574,3574,480000.0,250.0,3.0,3.0,3.0,1165876.6147859923
3575,3575,370000.0,226.0,5.0,3.0,2.0,369431.2
3576,3576,260000.0,240.0,2.0,1.0,2.0,902439.8648648649
3577,3577,240000.0,200.0,3.0,2.0,3.0,1165876.6147859923
3578,3578,1900000.0,360.0,4.0,4.0,3.0,2285020.649350649
3579,3579,490000.0,198.0,3.0,1.0,2.0,1621261.4285714286
3580,3580,220000.0,153.0,2.0,1.0,2.0,618234.7619047619
3581,3581,250000.0,432.0,5.0,5.0,2.8125,521000.0
3582,3582,250000.0,300.0,2.0,1.0,5.0,362237.5
3583,3583,190000.0,231.0,2.0,1.0,4.0,367175.0
3584,3584,750000.0,600.0,3.0,4.0,4.0,688650.3333333334
3585,3585,260000.0,65.0,2.0,1.0,2.0,379047.125
3586,3586,260000.0,132.0,2.0,1.0,2.0,304053.6923076923
3587,3587,850000.0,878.0,4.0,2.0,3.0,487087.1219512195
3588,3588,277000.0,560.0,3.0,3.0,10.0,288497.0
3589,3589,139000.0,200.0,2.0,2.0,2.0,343599.23076923075
3590,3590,320000.0,110.0,2.0,2.0,3.0,509714.28571428574
3591,3591,230000.0,132.0,2.0,1.0,3.0,379047.125
3592,3592,580000.0,242.0,3.0,2.0,2.0,902439.8648648649
3593,3593,250000.0,68.0,3.0,1.0,3.6136363636363638,849839.4
3594,3594,800000.0,363.0,3.0,2.0,2.0,667044.0
3595,3595,230000.0,220.0,3.0,2.0,1.0,333898.0
3596,3596,120000.0,150.0,2.0,1.0,2.0,186666.66666666666
3597,3597,280000.0,130.0,3.0,3.0,3.0,315135.55555555556
3598,3598,299000.0,200.0,3.0,2.0,2.0,849839.4
3599,3599,200000.0,88.0,2.0,1.0,1.0,281556.55555555556
3600,3600,320000.0,135.0,3.0,1.0,2.0,362237.5
3601,3601,1500000.0,525.0,4.0,5.0,2.0,1286197.4576271186
3602,3602,250000.0,150.0,2.0,2.0,2.0,369431.2
3603,3603,630000.0,144.0,3.0,1.0,4.0,120463200.0
3604,3604,1930000.0,360.0,3.0,4.0,2.0,1621261.4285714286
3605,3605,220000.0,104.0,2.0,1.0,2.0,170370.46666666667
3606,3606,250000.0,330.0,2.0,2.0,2.0,1165876.6147859923
3607,3607,250000.0,335.0,3.0,2.0,2.0,243346.73333333334
3608,3608,150000.0,300.0,2.0,1.0,4.0,215250.0
3609,3609,480000.0,250.0,3.0,3.0,3.0,1165876.6147859923
3610,3610,480000.0,330.0,4.0,3.0,2.0,401152.5
3611,3611,370000.0,226.0,5.0,3.0,2.0,369431.2
3612,3612,250000.0,68.0,3.0,1.0,3.6136363636363638,849839.4
3613,3613,350000.0,278.0,3.0,2.0,3.0,429783.1935483871
3614,3614,200000.0,150.0,2.0,1.0,2.0,1165876.6147859923
3615,3615,800000.0,363.0,3.0,2.0,2.0,667044.0
3616,3616,620000.0,262.0,3.0,3.0,2.0,537031.1111111111
3617,3617,217000.0,200.0,3.0,1.0,3.0,330666.6666666667
3618,3618,460000.0,250.0,3.0,1.0,2.0,1165876.6147859923
3619,3619,199000.0,125.0,2.0,1.0,2.0,312653.75
3620,3620,310000.0,330.0,4.0,1.0,4.0,425433.46153846156
3621,3621,320000.0,227.0,3.0,1.0,3.0,1165876.6147859923
3622,3622,260000.0,240.0,2.0,1.0,2.0,902439.8648648649
3623,3623,230000.0,220.0,3.0,2.0,1.0,333898.0
3624,3624,500000.0,163.0,3.0,2.0,4.0,516538.19444444444
3625,3625,320000.0,200.0,2.0,1.0,2.0,243346.73333333334
3626,3626,340000.0,288.0,3.0,2.0,2.0,521000.0
3627,3627,240000.0,200.0,3.0,2.0,3.0,1165876.6147859923
3628,3628,120000.0,150.0,2.0,1.0,2.0,186666.66666666666
3629,3629,280000.0,130.0,3.0,3.0,3.0,315135.55555555556
3630,3630,250000.0,150.0,2.0,2.0,2.0,369431.2
3631,3631,630000.0,144.0,3.0,1.0,4.0,120463200.0
3632,3632,1930000.0,360.0,3.0,4.0,2.0,1621261.4285714286
3633,3633,220000.0,104.0,2.0,1.0,2.0,170370.46666666667
3634,3634,250000.0,330.0,2.0,2.0,2.0,1165876.6147859923
3635,3635,250000.0,335.0,3.0,2.0,2.0,243346.73333333334
3636,3636,150000.0,300.0,2.0,1.0,4.0,215250.0
3637,3637,480000.0,330.0,4.0,3.0,2.0,401152.5
3638,3638,350000.0,278.0,3.0,2.0,3.0,429783.1935483871
3639,3639,200000.0,150.0,2.0,1.0,2.0,1165876.6147859923
3640,3640,620000.0,262.0,3.0,3.0,2.0,537031.1111111111
3641,3641,217000.0,200.0,3.0,1.0,3.0,330666.6666666667
3642,3642,460000.0,250.0,3.0,1.0,2.0,1165876.6147859923
3643,3643,199000.0,125.0,2.0,1.0,2.0,312653.75
3644,3644,310000.0,330.0,4.0,1.0,4.0,425433.46153846156
3645,3645,320000.0,227.0,3.0,1.0,3.0,1165876.6147859923
3646,3646,500000.0,163.0,3.0,2.0,4.0,516538.19444444444
3647,3647,320000.0,200.0,2.0,1.0,2.0,243346.73333333334
3648,3648,340000.0,288.0,3.0,2.0,2.0,521000.0
3649,3649,350000.0,374.0,3.0,2.0,4.0,379047.125
3650,3650,195000.0,151.0,1.0,1.0,1.0,195000.0
3651,3651,380000.0,216.0,3.0,1.0,2.0,1165876.6147859923
3652,3652,291000.0,210.0,3.0,1.0,2.0,243346.73333333334
3653,3653,350000.0,484.0,3.0,2.0,2.0,465320.0
3654,3654,639980.0,121.0,3.0,3.0,2.0,465320.0
3655,3655,250000.0,275.0,3.0,1.0,4.0,250000.0
3656,3656,390000.0,462.0,3.0,2.0,4.0,386731.4285714286
3657,3657,400000.0,504.0,4.0,3.0,8.0,379047.125
3658,3658,2400000.0,500.0,4.0,2.0,2.0,1621261.4285714286
3659,3659,550000.0,242.0,3.0,3.0,2.0,986906.7307692308
3660,3660,420000.0,275.0,3.0,2.0,3.0,1165876.6147859923
3661,3661,180000.0,150.0,2.0,1.0,1.0,290000.0
3662,3662,530000.0,300.0,3.0,2.0,6.0,1286197.4576271186
3663,3663,330000.0,52.0,2.0,1.0,4.0,1165876.6147859923
3664,3664,169000.0,200.0,3.0,2.0,1.0,343599.23076923075
3665,3665,265000.0,321.0,3.0,2.0,3.0,376334.8387096774
3666,3666,250000.0,220.0,3.0,2.0,4.0,291122.85714285716
3667,3667,190000.0,231.0,2.0,1.0,4.0,367175.0
3669,3669,150000.0,389.0,2.0,1.0,2.0,1165876.6147859923
3671,3671,750000.0,600.0,3.0,4.0,4.0,688650.3333333334
3672,3672,1890000.0,360.0,4.0,6.0,2.0,1621261.4285714286
3673,3673,1300000.0,360.0,3.0,5.0,2.0,1127828.611111111
3674,3674,398000.0,454.0,3.0,3.0,1.0,420655.45454545453
3675,3675,700000.0,300.0,3.0,3.0,4.0,1085000.0
3676,3676,1400000.0,525.0,4.0,5.0,4.0,1286197.4576271186
3677,3677,300000.0,270.0,2.0,2.0,1.0,281556.55555555556
3678,3678,425000.0,109.0,3.0,3.0,3.0,328831.45454545453
3679,3679,330000.0,144.0,2.0,2.0,2.0,429783.1935483871
3680,3680,200000.0,220.0,2.0,2.0,3.0,333898.0
3681,3681,530000.0,242.0,3.0,2.0,4.0,465320.0
3682,3682,190000.0,143.0,2.0,1.0,2.0,257923.33333333334
3683,3683,350000.0,288.0,1.0,1.0,4.0,521000.0
3684,3684,260000.0,300.0,1.0,1.0,2.0,369431.2
3685,3685,350000.0,264.0,2.0,1.0,3.0,420655.45454545453
3686,3686,260000.0,65.0,2.0,1.0,2.0,379047.125
3687,3687,200000.0,156.0,3.0,2.0,3.0,379047.125
3688,3688,300000.0,242.0,3.0,2.0,3.0,849839.4
3689,3689,480000.0,220.0,2.0,1.0,2.0,1165876.6147859923
3690,3690,300000.0,242.0,3.0,2.0,3.0,849839.4
3691,3691,480000.0,220.0,2.0,1.0,2.0,1165876.6147859923
3692,3692,280000.0,250.0,2.0,2.0,1.0,224029.3777777778
3693,3693,260000.0,125.0,2.0,1.0,2.0,315135.55555555556
3694,3694,500000.0,357.0,4.0,2.0,2.0,849839.4
3695,3695,350000.0,400.0,2.0,2.0,2.0,401152.5
3696,3696,2300000.0,490.0,4.0,2.0,3.0,1165876.6147859923
3698,3698,190000.0,220.0,2.0,1.0,1.0,849839.4
3699,3699,160000.0,450.0,3.0,2.0,2.0,350808.51851851854
3700,3700,220000.0,200.0,2.0,1.0,1.0,396742.0
3701,3701,90000.0,126.0,1.0,1.0,1.8235294117647058,181915.88
3702,3702,120000.0,132.0,1.0,1.0,1.0,267878.9
3703,3703,399980.0,360.0,3.0,2.0,4.0,283525.65853658534
3704,3704,220000.0,255.0,2.0,1.0,1.0,331074.0
3705,3705,265000.0,200.0,1.0,1.0,4.0,236919.0
3706,3706,250000.0,138.0,1.0,1.0,2.901098901098901,622106.0416666666
3707,3707,230000.0,91.0,3.0,1.0,2.0,374015.45454545453
3708,3708,180000.0,200.0,4.0,1.0,1.0,252048.42105263157
3709,3709,550000.0,697.0,4.0,3.0,2.0,575909.0909090909
3710,3710,250000.0,210.0,2.0,1.0,2.0,236919.0
3711,3711,240000.0,200.0,2.0,2.0,2.0,252048.42105263157
3712,3712,750000.0,369.0,3.0,2.0,6.0,836100.0
3713,3713,179000.0,250.0,2.0,1.0,3.2,351483.3333333333
3715,3715,480000.0,125.0,3.0,2.0,2.0,550146.1224489796
3716,3716,850000.0,242.0,3.0,5.0,3.0,779855.1063829787
3717,3717,380000.0,345.0,2.0,2.0,6.0,622106.0416666666
3718,3718,350000.0,144.0,1.0,1.0,1.0,424763.9090909091
3719,3719,250000.0,330.0,3.0,2.0,1.0,520996.43209876545
3720,3720,150000.0,144.0,3.0,1.0,2.739130434782609,550146.1224489796
3721,3721,160000.0,137.0,2.0,1.0,1.0,400110.1818181818
3722,3722,480000.0,175.0,3.0,3.0,2.0,520996.43209876545
3723,3723,270000.0,125.0,1.0,2.0,2.0,407702.85714285716
3724,3724,680000.0,363.0,3.0,3.0,4.333333333333333,540000.0
3725,3725,250000.0,126.0,2.0,1.0,2.0,267878.9
3726,3726,215000.0,200.0,2.0,1.0,3.0,359570.0
3727,3727,300000.0,126.0,3.0,2.0,2.0,366273.25
3728,3728,299000.0,300.0,3.0,2.0,4.0,396190.0
3729,3729,289000.0,230.0,2.0,2.0,3.0,396742.0
3730,3730,2500000.0,527.0,3.0,5.0,2.0,4150000.0
3731,3731,135000.0,134.0,1.0,1.0,1.0,236919.0
3732,3732,349000.0,67.0,2.0,1.0,3.375,601260.0
3733,3733,250000.0,250.0,3.0,1.0,3.0,347615.3846153846
3734,3734,2650000.0,450.0,4.0,4.0,4.0,3575376.61971831
3735,3735,900000.0,250.0,3.0,2.0,2.0,911629.2307692308
3736,3736,350000.0,127.0,3.0,2.0,2.0,347615.3846153846
3737,3737,1900000.0,360.0,3.0,5.0,2.0,1661060.0
3738,3738,365000.0,150.0,2.0,1.0,2.0,366273.25
3739,3739,330000.0,100.0,2.0,1.0,2.0,1153333.3333333333
3741,3741,319000.0,462.0,3.0,2.0,4.0,319000.0
3742,3742,945000.0,281.0,4.0,2.0,4.0,836100.0
3743,3743,550000.0,352.0,3.0,3.0,2.0,520996.43209876545
3744,3744,350000.0,150.0,3.0,2.0,2.0,400110.1818181818
3745,3745,390000.0,360.0,3.0,4.0,3.0,622106.0416666666
3746,3746,270000.0,144.0,2.0,2.0,1.0,591760.4255319149
3747,3747,295000.0,134.0,2.0,2.0,2.0,302072.14285714284
3748,3748,295000.0,134.0,2.0,2.0,2.0,302072.14285714284
3749,3749,380000.0,156.0,2.0,2.0,2.0,400110.1818181818
3750,3750,580000.0,336.0,3.0,2.0,5.0,469600.0
3751,3751,140000.0,133.0,2.0,1.0,4.0,267588.5714285714
3752,3752,190000.0,126.0,1.0,1.0,1.0,181915.88
3753,3753,220000.0,255.0,2.0,1.0,1.0,331074.0
3754,3754,175000.0,252.0,1.0,1.0,2.6470588235294117,283525.65853658534
3755,3755,725000.0,258.0,3.0,5.0,3.0,550146.1224489796
3756,3756,170000.0,253.0,3.0,1.0,2.0,181915.88
3757,3757,325000.0,300.0,3.0,1.0,2.0,336187.5
3758,3758,275000.0,363.0,1.0,2.0,5.0,345491.8181818182
3759,3759,480000.0,125.0,2.0,2.0,2.0,601260.0
3760,3760,190000.0,360.0,1.0,1.0,4.0,124703.83333333333
3761,3761,690000.0,360.0,3.0,2.0,2.0,469600.0
3762,3762,400000.0,484.0,3.0,2.0,2.0,350808.51851851854
3763,3763,350000.0,144.0,1.0,1.0,1.0,424763.9090909091
3764,3764,160000.0,126.0,2.0,1.0,1.0,267878.9
3765,3765,265000.0,200.0,1.0,1.0,4.0,236919.0
3767,3767,650000.0,440.0,6.0,1.0,4.444444444444445,575909.0909090909
3768,3768,2800000.0,922.0,5.0,6.0,7.0,894942.8571428572
3769,3769,319000.0,150.0,2.0,1.0,2.0,350224.28571428574
3770,3770,280000.0,250.0,3.0,2.0,2.0,259549.0
3771,3771,380000.0,275.0,4.0,1.0,4.0,400110.1818181818
3772,3772,250000.0,345.0,2.0,2.0,3.0,520996.43209876545
3773,3773,470000.0,1004.0,2.0,3.0,1.0,468388.48484848486
3774,3774,410000.0,250.0,2.0,2.0,3.0,347615.3846153846
3775,3775,390000.0,533.0,4.0,2.0,3.0,591760.4255319149
3776,3776,230000.0,200.0,2.0,1.0,2.0,302072.14285714284
3777,3777,480000.0,363.0,3.0,2.0,4.0,461814.44444444444
3778,3778,150000.0,144.0,3.0,1.0,2.739130434782609,550146.1224489796
3779,3779,2700000.0,450.0,4.0,5.0,3.0,3575376.61971831
3780,3780,160000.0,137.0,2.0,1.0,1.0,400110.1818181818
3781,3781,1300000.0,324.0,8.0,7.0,1.0,725500.0
3782,3782,990000.0,440.0,3.0,3.0,9.0,779855.1063829787
3783,3783,480000.0,175.0,3.0,3.0,2.0,520996.43209876545
3784,3784,1100000.0,250.0,3.0,4.0,4.0,911629.2307692308
3788,3788,250000.0,250.0,3.0,1.0,2.0,487326.27906976745
3789,3789,350000.0,95.0,3.0,1.0,2.0,224454.2857142857
